idade,data,endereco,estado,salario,nivel_educacao,numero_filhos,estado_civil,area_atuacao
21,25/09/2002,"Via Yasmin Ribeiro, 54
Vila Santa Monica 1ª Seção
79090034 Gomes / RO",Sergipe,6307.82,Ensino Médio,1,Casado,Saúde
29,05/03/1995,"Setor Vieira, 55
Minaslandia
08149-298 Vieira do Norte / SP",Santa Catarina,3089.57,Ensino Médio,2,Solteiro,Indústria
20,02/02/2004,"Lagoa Nicole Sales, 85
Estrela
58118261 Barros / AC",Paraíba,2870.0,Ensino Médio,0,Solteiro,Indústria
32,07/05/1991,"Trecho Enzo Gabriel Mendes, 16
Custodinha
88597988 Azevedo da Praia / GO",Alagoas,10292.43,Ensino Superior,2,Solteiro,Tecnologia
54,09/06/1969,"Trecho da Costa
Vila Satélite
59215235 Caldeira Alegre / PB",Alagoas,13179.46,Ensino Médio,1,Casado,Indústria
38,11/12/1985,"Fazenda de Costela, 67
Vila Ouro Minas
08795-138 Gomes do Campo / PE",Sergipe,16997.73,Pós-graduação,0,Solteiro,Saúde
36,07/09/1987,"Estrada de Novaes, 603
Caetano Furquim
75675-434 Dias Paulista / RR",Mato Grosso do Sul,2649.1,Ensino Fundamental,0,Casado,Educação
45,15/05/1978,"Praça de Aragão, 862
Sagrada Família
55385-383 da Mata / RR",Alagoas,11202.1,Ensino Superior,1,Divorciado,Saúde
29,02/09/1994,"Residencial Nunes, 819
Lorena
46491868 Correia / AC",Santa Catarina,6022.64,Ensino Médio,0,Casado,Saúde
60,20/08/1963,"Setor Marcela Vieira, 26
Lagoa
79363150 Melo de Goiás / MG",Maranhão,5691.03,Ensino Médio,1,Casado,Saúde
33,24/03/1991,"Estação Mendes
Buritis
37679032 Pires do Campo / MT",Goiás,6656.42,Ensino Médio,0,Divorciado,Educação
20,15/10/2003,"Aeroporto Luiz Henrique Fernandes, 22
Bairro Das Indústrias Ii
78709-140 Monteiro da Prata / RS",Alagoas,3726.55,Ensino Médio,1,Solteiro,Tecnologia
24,12/02/2000,"Sítio de Silveira
Bom Jesus
90610-882 Rodrigues de Freitas / BA",Amazonas,4645.69,Ensino Médio,4,Casado,Indústria
58,17/10/1965,"Condomínio Jesus, 41
Novo Aarão Reis
06216-354 Azevedo do Campo / PA",Alagoas,5729.9,Ensino Médio,1,Casado,Saúde
39,21/10/1984,"Residencial de Araújo
Lagoinha
01755-297 Fogaça / CE",São Paulo,7395.26,Ensino Médio,2,Divorciado,Comércio
26,13/09/1997,"Estrada Ana Laura da Rocha, 36
Candelaria
56294-474 Nogueira / SC",São Paulo,6645.32,Ensino Superior,0,Casado,Saúde
31,16/11/1992,"Ladeira Silva, 422
Beira Linha
93769903 Correia do Norte / PE",Paraná,5403.73,Ensino Médio,1,Solteiro,Educação
44,14/04/1979,"Setor Laís da Cruz, 87
Antonio Ribeiro De Abreu 1ª Seção
90940487 Alves / SC",Rio Grande do Sul,5176.16,Ensino Médio,2,Solteiro,Indústria
72,01/03/1952,"Avenida Castro, 851
Vila Olhos D'água
80469-177 Rezende do Galho / AM",Maranhão,6371.8,Ensino Médio,0,Viúvo,Saúde
18,25/03/2006,"Área de Freitas, 95
Nazare
89130-610 Nogueira / TO",Espírito Santo,7860.7,Ensino Superior,1,Casado,Comércio
26,02/04/1998,"Alameda de Campos, 17
Conjunto Santa Maria
72203-442 Moreira do Sul / RS",Amazonas,6152.46,Ensino Médio,1,Casado,Saúde
55,24/03/1969,"Viela Davi Lucas Cardoso
Indaiá
71607614 da Mota da Mata / RR",Tocantins,5100.14,Ensino Médio,0,Casado,Educação
22,13/04/2001,"Vereda Silva, 77
Tres Marias
64749-413 da Costa / RJ",Amazonas,2531.19,Ensino Médio,1,Viúvo,Comércio
39,27/04/1984,"Trecho de da Rosa, 2
Vila Suzana Primeira Seção
97113442 Jesus / DF",Bahia,7242.95,Ensino Médio,3,Divorciado,Educação
26,22/01/1998,"Ladeira Nogueira, 55
Bacurau
60575-464 Costa / MG",Amazonas,3331.31,Ensino Fundamental,0,Casado,Tecnologia
45,12/09/1978,"Recanto Rafaela da Costa, 1
Cenaculo
02687341 Gomes / SE",Espírito Santo,8419.57,Ensino Superior,0,Casado,Comércio
20,22/05/2003,"Loteamento Stephany Caldeira, 580
Vila Nova Dos Milionarios
87611557 Martins / RN",Rio Grande do Norte,3206.84,Ensino Fundamental,1,Solteiro,Comércio
39,21/05/1984,"Jardim Caroline da Paz, 54
Floresta
56702404 Gomes dos Dourados / SP",Mato Grosso do Sul,9955.37,Ensino Médio,0,Casado,Indústria
51,08/02/1973,"Residencial de Peixoto, 90
Conjunto Floramar
50252-016 Oliveira do Norte / PR",Tocantins,11146.17,Pós-graduação,4,Solteiro,Indústria
20,29/03/2004,"Vila Lima, 4
Parque São Pedro
66203489 Monteiro / MS",Minas Gerais,3043.08,Ensino Fundamental,0,Solteiro,Educação
21,23/12/2002,"Morro de Oliveira, 243
Boa União 1ª Seção
74016-946 Souza de da Conceição / RS",Maranhão,6125.26,Ensino Médio,1,Casado,Tecnologia
32,08/09/1991,"Fazenda Monteiro
Novo Santa Cecilia
28113-367 Farias do Galho / MS",Ceará,3757.02,Ensino Médio,4,Casado,Tecnologia
59,01/09/1964,"Área Bárbara Aragão, 488
Santa Amelia
85375258 Silveira do Amparo / AC",Amazonas,5300.68,Ensino Fundamental,3,Solteiro,Educação
42,13/08/1981,"Trecho Costa, 11
Piratininga
93601-457 Peixoto / BA",Paraná,7948.25,Ensino Médio,0,Solteiro,Saúde
29,19/05/1994,"Avenida Porto, 71
Palmeiras
84062117 da Paz / BA",Rio Grande do Sul,2877.42,Ensino Médio,3,Solteiro,Saúde
50,28/06/1973,"Largo de Pereira, 65
Jaraguá
11399-692 Pires / RS",Santa Catarina,12361.41,Ensino Superior,2,Solteiro,Saúde
30,16/04/1993,"Morro Gomes, 13
Vila Nova
45350-809 Carvalho de Moura / PE",Rio de Janeiro,4115.38,Ensino Médio,0,Casado,Educação
59,23/11/1964,"Lagoa de Almeida, 57
Conjunto Capitão Eduardo
65273052 da Mata / PR",Minas Gerais,7708.97,Ensino Médio,0,Solteiro,Educação
37,27/05/1986,"Lagoa de Rocha, 184
Ademar Maldonado
28221-021 Nunes da Praia / ES",Rio Grande do Norte,6877.76,Ensino Médio,0,Casado,Comércio
44,05/01/1980,"Rua Costa, 771
Vila Minaslandia
36789600 Carvalho / AC",Amazonas,6004.91,Ensino Médio,1,Viúvo,Educação
57,24/01/1967,"Estrada de Lima, 63
Parque São Pedro
17144764 Nunes de Goiás / MT",Alagoas,10137.43,Ensino Superior,0,Casado,Indústria
19,23/12/2004,"Chácara Valentina da Mota, 72
Conjunto Novo Dom Bosco
77958-835 Silveira de Almeida / RO",Distrito Federal,7123.2,Ensino Médio,2,Divorciado,Saúde
22,01/11/2001,"Morro Maria Vitória Moraes
Ipe
27990760 Pires / SP",Roraima,4995.26,Ensino Médio,1,Casado,Comércio
49,25/03/1975,"Área Monteiro, 98
Satelite
71558-825 Melo / GO",Maranhão,10553.38,Ensino Superior,1,Casado,Indústria
19,18/12/2004,"Condomínio Freitas, 31
Carlos Prates
55037710 da Rocha / MT",Acre,8005.56,Ensino Superior,0,Casado,Indústria
44,17/12/1979,"Recanto Lopes, 94
Laranjeiras
36301571 da Mata / GO",Amazonas,11690.56,Ensino Superior,3,Solteiro,Tecnologia
40,22/03/1984,"Via Vitor Hugo Moura, 13
Camargos
71246033 Barros da Serra / AP",Bahia,2073.44,Ensino Fundamental,2,Casado,Comércio
22,06/04/2002,"Jardim Viana, 92
São Jorge 3ª Seção
47027821 Souza / PB",Piauí,6494.8,Ensino Médio,0,Solteiro,Tecnologia
42,04/02/1982,"Fazenda João Guilherme da Paz
Vila Batik
36484-898 Almeida Alegre / BA",Goiás,4033.35,Ensino Fundamental,0,Solteiro,Tecnologia
40,29/06/1983,"Largo Stella Barbosa, 5
Bonsucesso
40223349 Peixoto / RJ",Maranhão,8082.71,Ensino Médio,0,Solteiro,Educação
62,07/08/1961,"Trecho de da Conceição, 52
Vila Puc
44793310 Almeida do Oeste / PB",Mato Grosso do Sul,17215.82,Ensino Superior,0,Casado,Saúde
59,06/11/1964,"Feira de da Cruz, 11
Horto Florestal
40643869 Teixeira / RR",Amazonas,12052.24,Ensino Médio,1,Divorciado,Indústria
72,31/03/1952,"Recanto de Monteiro, 4
Vila Inestan
66571411 Barbosa / ES",Rio Grande do Sul,4691.02,Ensino Superior,0,Solteiro,Tecnologia
36,18/05/1987,"Vale Silva, 5
Novo Tupi
77260390 Campos do Galho / SE",Sergipe,3957.86,Ensino Médio,4,Divorciado,Educação
44,14/05/1979,"Avenida Bárbara Carvalho, 92
Outro
63139-872 da Cruz do Sul / AM",Minas Gerais,13420.08,Ensino Médio,1,Casado,Tecnologia
59,25/04/1964,"Lagoa de da Conceição, 45
Cachoeirinha
56597-866 Nascimento da Serra / CE",Alagoas,3711.03,Ensino Fundamental,1,Casado,Indústria
35,14/09/1988,"Lagoa Daniela Viana
Maravilha
74659-180 Moura / MS",Rio Grande do Norte,10494.6,Ensino Médio,2,Casado,Tecnologia
39,12/02/1985,"Avenida Carvalho, 34
Monte Azul
86582-832 Araújo dos Dourados / TO",Pernambuco,1986.11,Ensino Fundamental,0,Casado,Comércio
32,07/09/1991,"Parque Duarte, 6
Barão Homem De Melo 3ª Seção
11650901 Fogaça de Castro / PR",Pernambuco,3309.41,Ensino Médio,1,Casado,Saúde
49,13/10/1974,"Campo de Moreira, 36
Vila Do Pombal
73399-858 Aragão / PE",São Paulo,2618.81,Ensino Fundamental,0,Casado,Educação
42,16/03/1982,"Vereda de Silveira
Tiradentes
81854-493 Porto / AP",Mato Grosso,6293.82,Ensino Médio,3,Casado,Indústria
25,28/11/1998,"Colônia de Gomes, 19
São João
87539569 da Mata / PE",Amazonas,14153.93,Pós-graduação,5,Casado,Indústria
40,09/12/1983,"Lagoa Yasmin Freitas, 18
Colégio Batista
35741-316 Fogaça / DF",Amapá,6092.93,Ensino Médio,1,Casado,Tecnologia
60,05/02/1964,"Colônia Maria Cecília Jesus, 465
Dom Silverio
24832981 Lima de Peixoto / RN",Tocantins,11559.78,Ensino Superior,2,Divorciado,Saúde
42,28/06/1981,"Distrito de da Cunha, 411
Pindorama
46900190 Moura Alegre / GO",Rio Grande do Sul,4294.1,Ensino Fundamental,2,Casado,Comércio
21,26/05/2002,"Aeroporto Lima, 4
Vila São Dimas
14468851 da Luz de Fernandes / SP",Goiás,3885.72,Ensino Médio,5,Casado,Indústria
42,15/07/1981,"Feira Cunha, 16
Alto Dos Pinheiros
44898410 Moraes / AC",Minas Gerais,11743.14,Pós-graduação,3,Casado,Indústria
50,28/11/1973,"Favela Gabriel Rezende, 323
Cardoso
60040-984 Lima Grande / ES",Alagoas,7416.29,Ensino Médio,0,Solteiro,Saúde
38,26/07/1985,"Quadra Ana Julia da Mota, 313
Camponesa 2ª Seção
70399-467 Oliveira / SC",Pernambuco,5714.58,Ensino Fundamental,2,Casado,Tecnologia
65,14/05/1958,"Quadra Fernandes, 5
Novo Das Industrias
09781953 Santos / PA",Ceará,6160.54,Ensino Fundamental,0,Casado,Saúde
55,12/05/1968,"Trecho Gonçalves
Vila Betânia
82298-126 da Mata / RN",Ceará,4456.46,Ensino Médio,1,Casado,Comércio
24,20/05/1999,"Rua Ana Júlia Caldeira, 81
Paquetá
32139898 Porto do Campo / AP",Amapá,4368.08,Ensino Fundamental,2,Casado,Saúde
54,09/02/1970,"Morro de Rodrigues, 35
Dom Bosco
57132696 Monteiro / RJ",Santa Catarina,12455.03,Ensino Médio,0,Casado,Saúde
55,25/10/1968,"Largo de Lopes, 63
Independência
61944-153 Farias / DF",Bahia,7587.67,Ensino Médio,0,Solteiro,Educação
41,02/02/1983,"Núcleo de Porto, 32
Vila Vista Alegre
65968417 Barros do Oeste / PB",Distrito Federal,5232.72,Ensino Médio,1,Casado,Comércio
29,06/02/1995,"Chácara Rezende
Tupi A
63809-178 Barros / AL",Distrito Federal,7523.88,Ensino Superior,0,Casado,Tecnologia
47,24/08/1976,"Residencial Pereira, 89
Cidade Jardim
64176031 da Cunha de Teixeira / RJ",Piauí,13423.83,Pós-graduação,3,Casado,Indústria
31,24/01/1993,"Colônia Catarina Jesus, 26
Minaslandia
19083-999 Moura / SP",Paraná,4124.28,Ensino Fundamental,0,Casado,Tecnologia
25,21/06/1998,"Loteamento Ana Julia Costela, 45
Vila Bandeirantes
36264-053 Teixeira de Goiás / RO",Paraná,6496.59,Ensino Médio,1,Casado,Comércio
46,04/04/1978,"Lago Moura, 2
Mala E Cuia
44978376 Costa do Galho / ES",Amapá,7717.7,Ensino Médio,0,Solteiro,Saúde
39,01/01/1985,"Pátio de Fernandes, 496
Vila Calafate
61802746 Araújo de Moreira / PE",Amapá,8926.16,Pós-graduação,2,Casado,Tecnologia
43,24/03/1981,"Campo Davi Lucca Costa, 781
Vila Batik
02933432 Cardoso / ES",Goiás,6572.69,Ensino Superior,0,Solteiro,Indústria
56,06/07/1967,"Ladeira de Ramos, 929
Nova Cachoeirinha
47100349 Correia / AP",Rio Grande do Norte,7578.18,Ensino Médio,0,Casado,Saúde
49,02/01/1975,"Feira Almeida, 55
Venda Nova
74360727 Almeida de da Cruz / SP",Mato Grosso,6086.95,Ensino Fundamental,0,Solteiro,Indústria
48,22/07/1975,"Trevo de Nascimento, 83
Heliopolis
61775-108 das Neves da Mata / TO",Paraíba,4342.32,Ensino Fundamental,1,Solteiro,Tecnologia
44,19/05/1979,"Fazenda Isabelly da Rosa, 7
Maravilha
03053-834 Correia de Costela / SC",Goiás,4329.63,Ensino Superior,0,Solteiro,Educação
26,25/07/1997,"Setor de das Neves, 7
Ipe
92221-435 Moraes / SC",Bahia,2910.38,Ensino Médio,1,Casado,Saúde
27,29/04/1996,"Residencial Rezende, 14
Vila Calafate
37260106 Lopes de da Cruz / PE",Rio Grande do Norte,5081.81,Ensino Médio,0,Solteiro,Educação
50,09/04/1974,"Viela Castro
Vila Independencia 2ª Seção
60711691 Pinto / PB",Paraná,7617.2,Ensino Superior,0,Casado,Indústria
35,17/03/1989,"Jardim de da Paz, 804
Vila Madre Gertrudes 2ª Seção
51307806 Viana / SP",Paraná,2244.87,Ensino Fundamental,0,Casado,Comércio
28,22/07/1995,"Via de Araújo
Vila Puc
47379-390 Rezende / RJ",Acre,2726.72,Ensino Fundamental,2,Casado,Indústria
23,04/07/2000,"Favela Oliveira
Morro Dos Macacos
65526-145 da Costa de Duarte / MA",Minas Gerais,4449.52,Ensino Médio,0,Casado,Saúde
38,15/01/1986,"Colônia de Gomes, 20
Conjunto Califórnia I
20964-361 Gomes / MG",Maranhão,4173.32,Ensino Fundamental,0,Solteiro,Indústria
23,28/10/2000,"Vereda Novaes, 348
Mineirão
62654800 Souza / TO",Piauí,8415.95,Ensino Superior,0,Casado,Comércio
42,09/02/1982,"Vereda Silva, 43
Vila Nova Cachoeirinha 1ª Seção
95454658 Nogueira da Serra / SC",Paraíba,6220.04,Ensino Superior,1,Casado,Educação
65,26/08/1958,"Esplanada Farias, 62
Mangabeiras
49969-108 Jesus / PE",Amapá,11331.8,Ensino Médio,0,Casado,Indústria
44,04/05/1979,"Rua Moraes, 47
Olaria
74176-696 Jesus do Sul / SE",Paraíba,6139.15,Ensino Superior,1,Casado,Educação
88,01/05/1935,"Fazenda de Cavalcanti, 31
Custodinha
35081-703 Rezende / MS",Pará,11080.85,Ensino Médio,1,Casado,Saúde
47,29/09/1976,"Esplanada Pietro Freitas, 90
Tupi B
22319-428 da Mota Paulista / RR",Tocantins,17154.31,Ensino Superior,0,Casado,Saúde
62,07/03/1962,"Parque Souza
Padre Eustáquio
35591287 Correia da Prata / SE",Amapá,10385.81,Ensino Médio,0,Casado,Tecnologia
58,06/04/1966,"Vale de Azevedo, 85
Califórnia
64665692 da Conceição dos Dourados / SC",Acre,10632.25,Ensino Médio,1,Casado,Indústria
33,29/03/1991,"Praia Heitor Viana, 99
Vila Dos Anjos
71426259 Carvalho do Galho / SP",São Paulo,3922.31,Ensino Médio,4,Casado,Educação
23,27/02/2001,"Feira Davi Luiz Alves, 6
Túnel De Ibirité
31217955 Melo / SP",Mato Grosso,5817.54,Ensino Médio,0,Solteiro,Indústria
53,25/10/1970,"Condomínio da Rocha, 3
Conjunto Jardim Filadélfia
66330313 da Paz da Prata / PI",Santa Catarina,3018.28,Ensino Fundamental,2,Casado,Comércio
18,22/08/2005,"Rodovia Luana Cardoso, 898
Aparecida 7ª Seção
09929-747 Araújo / BA",Piauí,4562.95,Ensino Médio,2,Casado,Educação
26,07/09/1997,"Ladeira de Gonçalves, 3
Castelo
58414-874 da Mota / MG",Rondônia,7054.85,Ensino Médio,0,Solteiro,Tecnologia
47,28/12/1976,"Parque Thomas Ribeiro
Camponesa 1ª Seção
75733-640 Campos / RO",Paraíba,4569.47,Ensino Médio,1,Casado,Comércio
35,05/12/1988,"Passarela Farias, 80
Bom Jesus
70148-235 Moreira Paulista / SC",Acre,9739.74,Ensino Superior,1,Casado,Tecnologia
77,27/10/1946,"Campo Monteiro
Xodo-Marize
93559-171 Fogaça / RN",Roraima,4611.14,Ensino Médio,1,Casado,Indústria
37,29/11/1986,"Favela Enzo Gabriel Ramos, 882
Conjunto Santa Maria
56020579 Correia do Sul / RN",Pará,5967.25,Ensino Superior,1,Solteiro,Educação
48,07/10/1975,"Trevo Dias, 5
Vila Vista Alegre
00630278 da Paz / PI",Mato Grosso,5998.85,Ensino Médio,2,Casado,Saúde
53,01/11/1970,"Avenida de Silva
Vera Cruz
31491396 das Neves do Campo / RS",Tocantins,5752.63,Ensino Médio,2,Casado,Educação
19,13/10/2004,"Ladeira Viana, 93
Jardim Guanabara
14689769 Novaes Verde / RN",Santa Catarina,5379.12,Ensino Superior,3,Solteiro,Comércio
33,02/09/1990,"Jardim de Rodrigues, 312
Belmonte
45352-258 Fernandes / RR",Sergipe,6063.51,Ensino Médio,0,Casado,Saúde
50,25/07/1973,"Praia Luna das Neves, 41
Novo Ouro Preto
45016845 Almeida de Novaes / PR",Ceará,5035.15,Ensino Superior,1,Casado,Comércio
49,15/08/1974,"Setor Azevedo, 4
Vila Paraíso
69548-763 Lima da Serra / PA",Bahia,6025.1,Ensino Médio,0,Casado,Comércio
31,02/11/1992,"Viaduto Monteiro, 53
Vila Satélite
26151209 da Conceição da Prata / AM",Paraíba,5290.12,Ensino Médio,0,Solteiro,Indústria
56,20/08/1967,"Largo de Barros, 94
Beija Flor
22083-601 Pinto / ES",Maranhão,6470.91,Ensino Médio,1,Divorciado,Saúde
32,16/03/1992,"Recanto de Araújo, 4
São Geraldo
97003778 Melo / AP",Maranhão,9201.04,Ensino Médio,1,Casado,Saúde
66,22/03/1958,"Passarela Vieira, 195
Vila Madre Gertrudes 1ª Seção
66458-772 Gonçalves / RS",Paraná,3922.2,Ensino Superior,1,Solteiro,Comércio
45,07/06/1978,"Pátio João Miguel Cunha, 44
Granja Werneck
87969-389 Lopes de Melo / MA",Goiás,2520.8,Ensino Fundamental,0,Solteiro,Educação
52,16/10/1971,"Trevo Emanuelly da Cunha, 33
Vila Engenho Nogueira
09210768 Peixoto / RS",Amazonas,3567.63,Ensino Fundamental,0,Casado,Comércio
21,07/03/2003,"Passarela Nicolas Barros, 30
Alta Tensão 2ª Seção
83623362 Correia do Sul / MG",Minas Gerais,6080.11,Ensino Médio,2,Casado,Indústria
25,18/01/1999,"Trecho de da Paz, 182
Vila Antena
28944809 Alves do Galho / MA",Rio de Janeiro,2865.45,Ensino Médio,0,Casado,Educação
31,05/09/1992,"Sítio Pereira, 48
Sion
62919-167 Castro / AC",Roraima,8674.67,Ensino Médio,3,Divorciado,Saúde
29,26/01/1995,"Passarela Isaac Lima, 1
Dom Cabral
47319-803 Silveira das Flores / SC",Mato Grosso,3945.96,Ensino Médio,1,Casado,Educação
24,05/04/2000,"Travessa Pires, 3
Vila Da Paz
71957-724 Aragão / GO",Sergipe,5609.32,Ensino Superior,3,Casado,Tecnologia
63,08/12/1960,"Jardim Silveira
Vila Oeste
67306538 Nunes das Pedras / AP",Maranhão,5933.43,Ensino Médio,1,Solteiro,Indústria
18,15/10/2005,"Trecho Gonçalves, 13
Vila Inestan
91187138 Pires da Mata / RN",Pará,4881.35,Ensino Médio,3,Casado,Comércio
55,29/11/1968,"Loteamento Teixeira, 74
Vila Santo Antônio Barroquinha
11040-101 Farias / PE",Mato Grosso do Sul,8744.02,Ensino Médio,4,Casado,Comércio
19,30/06/2004,"Trecho de da Paz, 24
Conjunto Califórnia I
55488422 Nogueira / PA",Sergipe,4409.17,Ensino Médio,2,Casado,Tecnologia
43,04/05/1980,"Estrada Ferreira, 52
São Francisco Das Chagas
97972-339 Nogueira / RJ",Rio Grande do Sul,6421.66,Ensino Superior,0,Casado,Educação
42,11/02/1982,"Avenida de Araújo, 3
Castelo
75355-407 da Costa / PR",Espírito Santo,2852.0,Ensino Fundamental,0,Casado,Indústria
62,02/07/1961,"Trecho Marcelo Sales, 966
Vila Aeroporto Jaraguá
18965803 Peixoto / MG",Mato Grosso,11638.81,Ensino Médio,0,Casado,Comércio
41,06/11/1982,"Campo Juliana Lima, 75
Vila Madre Gertrudes 3ª Seção
97509385 Nogueira das Flores / PB",Roraima,10982.48,Ensino Médio,1,Casado,Saúde
46,07/01/1978,"Setor da Luz, 803
Bonsucesso
45872076 Rodrigues / PB",São Paulo,3771.57,Ensino Fundamental,0,Casado,Comércio
46,28/05/1977,"Pátio Valentina Peixoto, 73
Vila Antena Montanhês
09543-728 Cardoso de Farias / PA",Amapá,13328.75,Ensino Médio,2,Divorciado,Tecnologia
58,29/09/1965,"Residencial Luna Farias, 81
Paraíso
93464744 Nascimento do Amparo / RN",Rondônia,8352.27,Ensino Médio,1,Casado,Tecnologia
60,29/03/1964,"Estação de Carvalho, 2
Lagoinha Leblon
53413782 Correia do Sul / AM",Minas Gerais,11424.54,Pós-graduação,1,Solteiro,Comércio
21,04/09/2002,"Distrito de Rocha
Dom Cabral
35286567 Alves das Flores / PR",Maranhão,8402.0,Ensino Médio,0,Casado,Tecnologia
37,05/04/1987,"Rodovia Freitas, 69
Gutierrez
27356884 Cardoso / MA",Rio Grande do Norte,6159.0,Ensino Médio,0,Casado,Indústria
51,30/10/1972,"Condomínio Fernando Alves, 36
Piraja
41029-710 Cunha / PR",Paraná,8737.49,Ensino Médio,1,Casado,Tecnologia
26,11/10/1997,"Lagoa Caldeira, 108
Vera Cruz
88489-019 da Cruz de Jesus / PR",Mato Grosso,7918.99,Ensino Médio,0,Viúvo,Tecnologia
34,11/02/1990,"Morro Monteiro, 20
Conjunto Paulo Vi
80040827 Pinto / PA",Tocantins,7773.69,Ensino Médio,1,Casado,Tecnologia
26,05/07/1997,"Quadra Nicole da Rosa, 375
Minas Brasil
31564579 Campos / MT",São Paulo,7673.25,Ensino Médio,1,Casado,Tecnologia
45,16/05/1978,"Praça das Neves
Vila Canto Do Sabiá
56470368 Cunha / MG",Bahia,7068.51,Ensino Médio,0,Casado,Comércio
44,26/11/1979,"Chácara Enrico Sales, 34
Engenho Nogueira
32774-035 Monteiro da Mata / RN",Ceará,14208.81,Ensino Superior,1,Casado,Comércio
23,17/03/2001,"Condomínio da Cruz, 39
Pompéia
05685-232 Araújo dos Dourados / RO",Ceará,5890.12,Pós-graduação,0,Solteiro,Educação
65,11/06/1958,"Trecho Pedro Miguel das Neves
Aeroporto
43674-020 Pereira das Flores / MG",Tocantins,12605.23,Ensino Superior,0,Casado,Saúde
19,11/02/2005,"Loteamento Cardoso, 69
São João Batista
11836283 Monteiro Alegre / MA",Rio Grande do Norte,7143.15,Ensino Médio,3,Casado,Saúde
30,21/07/1993,"Núcleo Diego Cunha, 65
Vila Pinho
62176-138 Caldeira / MG",Amazonas,5207.58,Ensino Superior,5,Solteiro,Educação
23,22/07/2000,"Rodovia Yago Gonçalves, 60
Jardim Atlântico
17500-818 Oliveira de da Cunha / SP",Mato Grosso,4478.37,Ensino Médio,3,Casado,Indústria
20,01/04/2004,"Chácara de Nogueira, 5
Xodo-Marize
96348461 da Cunha / RO",Amapá,6055.7,Ensino Médio,0,Casado,Saúde
22,21/05/2001,"Campo de Nunes, 867
Jardim Vitoria
21339581 Melo / PI",Paraíba,1676.93,Ensino Fundamental,0,Casado,Educação
34,20/07/1989,"Recanto Porto, 32
Vila São Paulo
74539-010 Barbosa de Nunes / RO",Acre,9380.45,Ensino Médio,0,Casado,Tecnologia
34,22/04/1989,"Largo de Fernandes, 59
Dom Silverio
00436151 Alves de Silveira / MG",Minas Gerais,6111.3,Ensino Médio,1,Solteiro,Comércio
25,14/07/1998,"Residencial Monteiro
Mangabeiras
12989123 Carvalho / TO",Santa Catarina,3161.05,Ensino Fundamental,0,Solteiro,Tecnologia
19,28/11/2004,"Vale Beatriz Moura, 13
Vila Nossa Senhora Do Rosário
50614-481 Costa de Porto / AM",Minas Gerais,5398.08,Ensino Superior,0,Solteiro,Educação
36,24/12/1987,"Rodovia Cunha, 69
Mirtes
33526-693 Barbosa / PR",Distrito Federal,5358.87,Ensino Fundamental,1,Casado,Educação
43,14/10/1980,"Viela Diogo da Mata, 50
Vila Rica
09110023 da Mata de Monteiro / SC",Pará,8857.65,Ensino Médio,1,Casado,Saúde
62,20/10/1961,"Quadra Pedro Miguel Viana, 74
Novo Glória
75355-267 da Mata / AC",Maranhão,5160.27,Ensino Fundamental,1,Casado,Tecnologia
86,28/03/1938,"Passarela Luiz Miguel Moura, 86
Vista Alegre
42874-209 Duarte / MA",Distrito Federal,6015.52,Ensino Médio,2,Divorciado,Educação
48,15/06/1975,"Passarela de Araújo, 342
Manacas
92555754 da Rosa Verde / MS",Paraná,7812.33,Ensino Médio,1,Casado,Comércio
46,27/11/1977,"Jardim Julia Rezende, 26
Lindéia
11910-306 Novaes da Praia / RN",Amazonas,6232.99,Ensino Superior,3,Casado,Indústria
36,18/09/1987,"Esplanada de Ferreira, 67
Vila Suzana Primeira Seção
48414207 Nascimento / CE",São Paulo,7111.0,Ensino Médio,2,Casado,Saúde
39,25/03/1985,"Condomínio Alexia Ferreira, 668
Gutierrez
25951-201 Silveira dos Dourados / AL",Goiás,3559.12,Ensino Fundamental,1,Casado,Comércio
40,08/03/1984,"Praça Ana Laura Melo, 82
Havaí
94197164 Cunha / GO",Rio Grande do Norte,4787.3,Ensino Fundamental,3,Casado,Indústria
18,13/07/2005,"Travessa Oliveira, 6
Aguas Claras
97673-725 Martins de Minas / PB",Minas Gerais,4822.75,Ensino Médio,0,Casado,Saúde
27,13/12/1996,"Favela Silveira, 581
Vila Da Paz
68709698 Rocha do Amparo / PB",Distrito Federal,5491.33,Ensino Médio,1,Casado,Tecnologia
39,08/10/1984,"Quadra Mendes, 88
Tres Marias
57115621 da Paz da Mata / MG",Maranhão,4824.78,Ensino Médio,1,Solteiro,Indústria
59,23/04/1964,"Via das Neves, 722
Alta Tensão 1ª Seção
19252-865 Carvalho / PA",Piauí,9047.43,Ensino Médio,0,Solteiro,Tecnologia
44,06/11/1979,"Rodovia Enrico Rezende
Atila De Paiva
12077509 da Rocha de Correia / PE",Alagoas,8862.54,Ensino Médio,0,Casado,Saúde
35,22/04/1988,"Residencial de Correia, 990
Vila Santo Antônio
30189561 Rocha / RO",Maranhão,6561.16,Ensino Médio,0,Casado,Saúde
39,22/03/1985,"Loteamento de Barros, 16
Barão Homem De Melo 1ª Seção
87816310 Martins Verde / PI",Santa Catarina,3260.36,Ensino Fundamental,0,Solteiro,Comércio
41,14/04/1982,"Rua Silveira, 78
Beira Linha
02865-615 Rocha / RO",Maranhão,2845.96,Ensino Fundamental,2,Casado,Comércio
